rank_order,rank,name,scores_overall,scores_overall_rank,scores_teaching,scores_teaching_rank,scores_research,scores_research_rank,scores_citations,scores_citations_rank,scores_industry_income,scores_industry_income_rank,scores_international_outlook,scores_international_outlook_rank,location,stats_number_students,stats_student_staff_ratio,stats_pc_intl_students,stats_female_male_ratio,aliases,subjects_offered,closed,unaccredited,
400,40,University of British Columbia,75.7,400,62.9,50,73.1,48,88.8,169,47.9,459,94.8,47,Canada,"56,452",18.9,34%,55:45:00,University of British Columbia,"Psychology,Geography,Biological Sciences,General Engineering,Communication & Media Studies,Chemical Engineering,Mathematics & Statistics,Languages, Literature & Linguistics,Electrical & Electronic Engineering,Chemistry,Education,Civil Engineering,Other Health,Medicine & Dentistry,Accounting & Finance,Archaeology,Law,Geology, Environmental, Earth & Marine Sciences,Physics & Astronomy,Agriculture & Forestry,Economics & Econometrics,Politics & International Studies (incl Development Studies),Architecture,Art, Performing Arts & Design,Computer Science,Sport Science,Sociology,Mechanical & Aerospace Engineering,Business & Management,History, Philosophy & Theology",FALSE,FALSE,
410,41,École Polytechnique Fédérale de Lausanne,75.4,410,65.6,44,70.7,53,84.5,239,71.7,182,98,12,Switzerland,"11,641",12.3,62%,30 : 70,École Polytechnique Fédérale de Lausanne,"Architecture,General Engineering,Chemistry,Computer Science,Electrical & Electronic Engineering,Biological Sciences,Chemical Engineering,Civil Engineering,Mathematics & Statistics,Physics & Astronomy,Economics & Econometrics,Mechanical & Aerospace Engineering",FALSE,FALSE,
420,42,KU Leuven,74.6,420,59.7,59,74.9,42,86.7,207,99.2,21,76.8,253,Belgium,"47,663",36.5,18%,51:49:00,KU Leuven,"Electrical & Electronic Engineering,Chemistry,Accounting & Finance,Sport Science,Politics & International Studies (incl Development Studies),Chemical Engineering,Business & Management,Education,General Engineering,Psychology,Economics & Econometrics,Computer Science,Mechanical & Aerospace Engineering,Geography,Art, Performing Arts & Design,Physics & Astronomy,History, Philosophy & Theology,Other Health,Civil Engineering,Biological Sciences,Communication & Media Studies,Archaeology,Mathematics & Statistics,Languages, Literature & Linguistics,Sociology,Agriculture & Forestry,Architecture,Geology, Environmental, Earth & Marine Sciences,Law,Medicine & Dentistry",FALSE,FALSE,
430,43,Universität Heidelberg,74.1,430,67.2,38,61.5,75,96,78,55.7,308,71.2,331,Germany,"19,347",13.5,21%,55:45:00,Universität Heidelberg,"History, Philosophy & Theology,Sport Science,Physics & Astronomy,Geology, Environmental, Earth & Marine Sciences,Law,Education,Mathematics & Statistics,Geography,Politics & International Studies (incl Development Studies),Computer Science,Economics & Econometrics,Other Health,Psychology,Chemistry,Sociology,Archaeology,Art, Performing Arts & Design,Biological Sciences,Languages, Literature & Linguistics,Medicine & Dentistry",FALSE,FALSE,
440,44,Monash University,73.6,440,56.9,72,68.7,57,90.4,140,78.4,128,91,103,Australia,"58,725",42.5,41%,57:43:00,Monash University,"Economics & Econometrics,Sport Science,Art, Performing Arts & Design,Geography,Mechanical & Aerospace Engineering,History, Philosophy & Theology,Civil Engineering,Physics & Astronomy,Education,Communication & Media Studies,Architecture,Medicine & Dentistry,Law,Politics & International Studies (incl Development Studies),Other Health,Biological Sciences,Sociology,Accounting & Finance,Mathematics & Statistics,Electrical & Electronic Engineering,Business & Management,Chemical Engineering,Psychology,Archaeology,Computer Science,Chemistry,Languages, Literature & Linguistics,General Engineering,Geology, Environmental, Earth & Marine Sciences",FALSE,FALSE,
450,45,Chinese University of Hong Kong,73.2,450,59.1,62,61.1,77,95.7,82,60.9,264,92.5,88,Hong Kong,"18,468",19,21%,,Chinese University of Hong Kong CUHK,"General Engineering,Education,Languages, Literature & Linguistics,Sport Science,Physics & Astronomy,Geography,Accounting & Finance,Other Health,Medicine & Dentistry,Economics & Econometrics,Psychology,Sociology,History, Philosophy & Theology,Geology, Environmental, Earth & Marine Sciences,Communication & Media Studies,Electrical & Electronic Engineering,Chemistry,Politics & International Studies (incl Development Studies),Mechanical & Aerospace Engineering,Mathematics & Statistics,Architecture,Business & Management,Art, Performing Arts & Design,Law,Computer Science,Biological Sciences",FALSE,FALSE,
460,46,McGill University,73,460,62,51,72.4,52,82.5,274,43.5,644,91,101,Canada,"32,309",12.5,30%,60:40:00,McGill University,"Accounting & Finance,Education,Biological Sciences,Art, Performing Arts & Design,Archaeology,Law,Politics & International Studies (incl Development Studies),Other Health,Computer Science,Mathematics & Statistics,Architecture,Languages, Literature & Linguistics,Civil Engineering,Psychology,Business & Management,Chemistry,Mechanical & Aerospace Engineering,Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics,Medicine & Dentistry,Sport Science,Sociology,History, Philosophy & Theology,Chemical Engineering,Agriculture & Forestry,Geography,General Engineering,Physics & Astronomy,Electrical & Electronic Engineering,Communication & Media Studies",FALSE,FALSE,
470,47,Paris Sciences et Lettres – PSL Research University Paris,72.9,470,68.2,35,73.5,47,75.5,400,78.8,125,76.3,262,France,"16,218",15,22%,51:49:00,Paris Sciences et Lettres – PSL Research University Paris,"History, Philosophy & Theology,Art, Performing Arts & Design,Geology, Environmental, Earth & Marine Sciences,Archaeology,Chemistry,Accounting & Finance,Mechanical & Aerospace Engineering,Other Health,Politics & International Studies (incl Development Studies),Chemical Engineering,General Engineering,Communication & Media Studies,Languages, Literature & Linguistics,Law,Civil Engineering,Economics & Econometrics,Sociology,Electrical & Electronic Engineering,Mathematics & Statistics,Business & Management,Geography,Physics & Astronomy,Biological Sciences,Computer Science",FALSE,FALSE,
480,48,University of Illinois at Urbana-Champaign,72.7,480,67.1,39,78.9,32,78.1,359,50.1,407,56.2,550,United States,"48,674",17.4,22%,48:52:00,University of Illinois at Urbana-Champaign,"Art, Performing Arts & Design,Computer Science,Archaeology,General Engineering,Communication & Media Studies,Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics,Law,Architecture,Mechanical & Aerospace Engineering,Mathematics & Statistics,Chemical Engineering,Business & Management,Geography,History, Philosophy & Theology,Other Health,Sport Science,Psychology,Medicine & Dentistry,Agriculture & Forestry,Politics & International Studies (incl Development Studies),Chemistry,Electrical & Electronic Engineering,Sociology,Languages, Literature & Linguistics,Education,Accounting & Finance,Civil Engineering,Veterinary Science,Biological Sciences,Physics & Astronomy",FALSE,FALSE,
490,49,Karolinska Institute,72.4,490,51.1,103,68.8,56,94,98,66.4,218,87.3,148,Sweden,"8,021",9.9,27%,70:30:00,Karolinska Institute,"Education,Psychology,Chemical Engineering,Other Health,Mathematics & Statistics,Medicine & Dentistry,Sociology,Languages, Literature & Linguistics,Biological Sciences,Geology, Environmental, Earth & Marine Sciences,Business & Management",FALSE,FALSE,
500,50,University of Texas at Austin,72.3,500,66.2,43,73.1,49,87.5,195,51.3,383,40.1,957,United States,"49,171",17.4,10%,53:47:00,University of Texas at Austin,"Architecture,Business & Management,Law,Communication & Media Studies,Biological Sciences,Economics & Econometrics,Psychology,Education,Sport Science,History, Philosophy & Theology,Computer Science,Physics & Astronomy,Archaeology,Medicine & Dentistry,Electrical & Electronic Engineering,Sociology,General Engineering,Languages, Literature & Linguistics,Politics & International Studies (incl Development Studies),Art, Performing Arts & Design,Chemical Engineering,Mathematics & Statistics,Accounting & Finance,Mechanical & Aerospace Engineering,Geography,Civil Engineering,Geology, Environmental, Earth & Marine Sciences,Other Health,Chemistry",FALSE,FALSE,
10,1,University of Oxford,98.5,10,96.6,5,100,2,99,5,98.7,77,97.5,14,United Kingdom,"21,750",10.9,42%,49:51:00,23%,University of Oxford,"Geography,Chemistry,Chemical Engineering,Biological Sciences,General Engineering,Computer Science,Art, Performing Arts & Design,Communication & Media Studies,Electrical & Electronic Engineering,Law,Economics & Econometrics,Geology, Environmental, Earth & Marine Sciences,Politics & International Studies (incl Development Studies),History, Philosophy & Theology,Medicine & Dentistry,Languages, Literature & Linguistics,Business & Management,Accounting & Finance,Mechanical & Aerospace Engineering,Mathematics & Statistics,Physics & Astronomy,Psychology,Other Health,Archaeology,Sociology,Civil Engineering,Education",FALSE,FALSE
20,2,Stanford University,98,20,99,1,97.8,8,99.6,2,100,25,87,168,United States,"14,517",6.4,23%,47:53:00,22%,Stanford University,"Computer Science,Communication & Media Studies,Electrical & Electronic Engineering,Mathematics & Statistics,Education,Medicine & Dentistry,Civil Engineering,Politics & International Studies (incl Development Studies),History, Philosophy & Theology,Veterinary Science,Economics & Econometrics,Other Health,Geology, Environmental, Earth & Marine Sciences,Accounting & Finance,Mechanical & Aerospace Engineering,Chemistry,Sociology,Art, Performing Arts & Design,Chemical Engineering,Business & Management,General Engineering,Physics & Astronomy,Archaeology,Agriculture & Forestry,Law,Languages, Literature & Linguistics,Biological Sciences,Psychology",FALSE,FALSE
30,3,Massachusetts Institute of Technology,97.9,30,98.6,2,96.2,11,99.7,1,100,16,93.8,66,United States,"11,085",8,33%,41:59:00,40%,Massachusetts Institute of Technology,"Architecture,Economics & Econometrics,Archaeology,Biological Sciences,Languages, Literature & Linguistics,Mechanical & Aerospace Engineering,Psychology,Politics & International Studies (incl Development Studies),History, Philosophy & Theology,Mathematics & Statistics,Civil Engineering,Geology, Environmental, Earth & Marine Sciences,General Engineering,Art, Performing Arts & Design,Other Health,Physics & Astronomy,Computer Science,Accounting & Finance,Chemical Engineering,Business & Management,Electrical & Electronic Engineering,Communication & Media Studies,Chemistry",FALSE,FALSE
40,4,Harvard University,97.8,40,97.7,3,99.9,3,99.4,3,84.2,216,90.8,120,United States,"20,050",9,25%,51:49:00,12%,Harvard University,"Sociology,Architecture,Physics & Astronomy,Psychology,Mechanical & Aerospace Engineering,Law,Electrical & Electronic Engineering,Medicine & Dentistry,Communication & Media Studies,Mathematics & Statistics,History, Philosophy & Theology,Languages, Literature & Linguistics,Agriculture & Forestry,Education,Computer Science,Business & Management,Geography,Accounting & Finance,Politics & International Studies (incl Development Studies),Chemistry,Archaeology,Art, Performing Arts & Design,Other Health,Biological Sciences,Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics,General Engineering,Civil Engineering",FALSE,FALSE
50,5,University of Cambridge,97.5,50,95.8,7,100,1,98,12,87.9,180,97.4,15,United Kingdom,"20,565",11.5,38%,48:52:00,27%,University of Cambridge,"Politics & International Studies (incl Development Studies),Biological Sciences,Business & Management,Civil Engineering,Geology, Environmental, Earth & Marine Sciences,Mathematics & Statistics,Psychology,General Engineering,Physics & Astronomy,Chemical Engineering,Chemistry,Economics & Econometrics,History, Philosophy & Theology,Computer Science,Accounting & Finance,Education,Veterinary Science,Electrical & Electronic Engineering,Geography,Other Health,Architecture,Art, Performing Arts & Design,Law,Mechanical & Aerospace Engineering,Sociology,Medicine & Dentistry,Archaeology,Languages, Literature & Linguistics",FALSE,FALSE
60,6,Princeton University,96.9,60,96.3,6,97.9,7,98.8,7,95.1,118,89.1,136,United States,"7,753",7.3,23%,47:53:00,43%,Princeton University,"History, Philosophy & Theology,Agriculture & Forestry,Economics & Econometrics,Languages, Literature & Linguistics,Architecture,Sociology,General Engineering,Geology, Environmental, Earth & Marine Sciences,Other Health,Chemistry,Mechanical & Aerospace Engineering,Physics & Astronomy,Civil Engineering,Mathematics & Statistics,Electrical & Electronic Engineering,Biological Sciences,Computer Science,Politics & International Studies (incl Development Studies),Art, Performing Arts & Design,Chemical Engineering,Psychology",FALSE,FALSE
70,7,California Institute of Technology,96.5,70,96.6,4,98,6,95.9,38,100,2,90.6,124,United States,"2,240",6.1,33%,37 : 63,49%,California Institute of Technology caltech,"Computer Science,Chemistry,Chemical Engineering,Mathematics & Statistics,Physics & Astronomy,Economics & Econometrics,Languages, Literature & Linguistics,General Engineering,Geology, Environmental, Earth & Marine Sciences,History, Philosophy & Theology,Politics & International Studies (incl Development Studies),Mechanical & Aerospace Engineering,Civil Engineering,Biological Sciences,Electrical & Electronic Engineering,Business & Management",FALSE,FALSE
80,8,Imperial College London,95.1,80,90.9,12,95.5,12,98.6,8,90.9,157,98.3,6,United Kingdom,"20,275",11.8,61%,42:58:00,28%,Imperial College London,"Computer Science,Mechanical & Aerospace Engineering,Chemical Engineering,Physics & Astronomy,Other Health,Mathematics & Statistics,Electrical & Electronic Engineering,Chemistry,Medicine & Dentistry,General Engineering,Geology, Environmental, Earth & Marine Sciences,Biological Sciences,Civil Engineering",FALSE,FALSE
90,9,"University of California, Berkeley",94.6,90,87.2,18,98.8,4,99,4,99.4,63,86.8,172,United States,"39,991",17.9,22%,52:48:00,36%,"University of California, Berkeley","Chemistry,Electrical & Electronic Engineering,Geology, Environmental, Earth & Marine Sciences,Computer Science,Mathematics & Statistics,Archaeology,History, Philosophy & Theology,Law,Agriculture & Forestry,Education,Communication & Media Studies,Other Health,Art, Performing Arts & Design,Civil Engineering,Mechanical & Aerospace Engineering,Psychology,Languages, Literature & Linguistics,Politics & International Studies (incl Development Studies),Chemical Engineering,Architecture,Geography,Economics & Econometrics,Biological Sciences,Sociology,General Engineering,Physics & Astronomy,Business & Management",FALSE,FALSE
100,10,Yale University,94.2,100,94,10,94.9,13,97.7,18,86.5,192,82.4,217,United States,"11,924",5.2,21%,51:49:00,13%,Yale University,"Law,Computer Science,Electrical & Electronic Engineering,Chemical Engineering,Economics & Econometrics,Accounting & Finance,Archaeology,Mechanical & Aerospace Engineering,Business & Management,Medicine & Dentistry,Mathematics & Statistics,Art, Performing Arts & Design,Architecture,Sociology,Politics & International Studies (incl Development Studies),Biological Sciences,Agriculture & Forestry,Geology, Environmental, Earth & Marine Sciences,History, Philosophy & Theology,Languages, Literature & Linguistics,General Engineering,Physics & Astronomy,Chemistry,Other Health,Psychology",FALSE,FALSE
110,11,ETH Zurich,93.1,110,87.6,16,96.8,10,95.6,41,82.9,229,95.6,36,Switzerland,"22,619",15.4,43%,33 : 67,43%,ETH Zurich,"Mechanical & Aerospace Engineering,Education,Agriculture & Forestry,Mathematics & Statistics,Chemical Engineering,Accounting & Finance,Electrical & Electronic Engineering,Business & Management,Medicine & Dentistry,Economics & Econometrics,Other Health,Chemistry,Architecture,Civil Engineering,Sport Science,Biological Sciences,Geology, Environmental, Earth & Marine Sciences,Computer Science,Physics & Astronomy,General Engineering,Politics & International Studies (incl Development Studies)",FALSE,FALSE
120,12,Tsinghua University,92.4,120,95.3,9,98.1,5,93.2,73,99.9,38,51.7,752,China,"38,518",11.2,10%,,42%,Tsinghua University Qinghua University Tsing hua University Qing hua University,"Mechanical & Aerospace Engineering,Sociology,Architecture,Civil Engineering,Politics & International Studies (incl Development Studies),Other Health,Chemistry,Accounting & Finance,Archaeology,Physics & Astronomy,Business & Management,Electrical & Electronic Engineering,Geography,Medicine & Dentistry,Chemical Engineering,Psychology,History, Philosophy & Theology,Mathematics & Statistics,Law,Languages, Literature & Linguistics,Biological Sciences,Education,General Engineering,Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics,Art, Performing Arts & Design,Computer Science,Sport Science,Communication & Media Studies",FALSE,FALSE
130,13,The University of Chicago,92.1,130,89.6,13,91.2,19,97.6,20,93.8,129,82.3,220,United States,"15,792",6.2,36%,47:53:00,29%,The University of Chicago,"Chemistry,Languages, Literature & Linguistics,Biological Sciences,Economics & Econometrics,Medicine & Dentistry,Law,Archaeology,Sociology,Geology, Environmental, Earth & Marine Sciences,Business & Management,Art, Performing Arts & Design,Politics & International Studies (incl Development Studies),Physics & Astronomy,Chemical Engineering,Computer Science,Psychology,History, Philosophy & Theology,Mathematics & Statistics,Accounting & Finance",FALSE,FALSE
140,14,Peking University,91.8,140,95.6,8,97.3,9,87.2,172,98.8,72,70.2,405,China,"33,064",10.9,14%,,33%,Peking University,"History, Philosophy & Theology,Geology, Environmental, Earth & Marine Sciences,Computer Science,Politics & International Studies (incl Development Studies),Archaeology,Communication & Media Studies,Business & Management,Other Health,Physics & Astronomy,Economics & Econometrics,Mechanical & Aerospace Engineering,Sociology,Medicine & Dentistry,Chemistry,Accounting & Finance,Languages, Literature & Linguistics,Mathematics & Statistics,Education,Art, Performing Arts & Design,Electrical & Electronic Engineering,Law,General Engineering,Geography,Biological Sciences,Psychology",FALSE,FALSE
150,15,Johns Hopkins University,91.1,150,84.4,23,92.3,17,97.2,27,100,11,84.2,199,United States,"15,772",4.1,28%,56:44:00,15%,Johns Hopkins University,"Civil Engineering,Geology, Environmental, Earth & Marine Sciences,Art, Performing Arts & Design,Computer Science,Physics & Astronomy,Business & Management,Archaeology,Mathematics & Statistics,Sociology,Other Health,Economics & Econometrics,General Engineering,Psychology,Mechanical & Aerospace Engineering,Chemistry,History, Philosophy & Theology,Chemical Engineering,Education,Biological Sciences,Accounting & Finance,Medicine & Dentistry,Languages, Literature & Linguistics,Electrical & Electronic Engineering,Politics & International Studies (incl Development Studies)",FALSE,FALSE
